client_ID,prob_default,risk_bucket
CUST_00282,0.07564185661689096,Very Low
CUST_00283,0.04130459435253018,Very Low
CUST_00284,0.052199088795458336,Very Low
CUST_00285,0.4660096186354546,Medium
CUST_00286,0.24373895247342958,Low
CUST_00287,0.9048701373369762,Very High
CUST_00288,0.5421469986499717,Medium
CUST_00289,0.7698474211129724,High
CUST_00290,0.6363852125619988,High
CUST_00291,0.7967506754564463,High
CUST_00292,0.1384675058872944,Very Low
CUST_00293,0.6651415464822991,High
CUST_00294,0.22272735766013593,Low
CUST_00295,0.9362971713154387,Very High
CUST_00296,0.8738761389949111,Very High
CUST_00297,0.11186031717155472,Very Low
CUST_00298,0.04128206998941767,Very Low
CUST_00299,0.06245873062013099,Very Low
CUST_00300,0.1482296941162816,Very Low
CUST_00301,0.1869844838809637,Very Low
CUST_00302,0.5604379197500008,Medium
CUST_00303,0.0407477061102669,Very Low
CUST_00304,0.33169118628354943,Low
CUST_00305,0.9211448102632251,Very High
CUST_00306,0.1706505296314288,Very Low
CUST_00307,0.8893880307174833,Very High
CUST_00308,0.23207678903919307,Low
CUST_00309,0.33465062496994136,Low
CUST_00310,0.5443001557221012,Medium
CUST_00311,0.08983681798747158,Very Low
CUST_00312,0.08820481534270462,Very Low
CUST_00313,0.7064880290342863,High
CUST_00314,0.06657432521887759,Very Low
CUST_00315,0.8867603564731431,Very High
CUST_00316,0.8634734168708014,Very High
CUST_00317,0.21781013122125295,Low
CUST_00318,0.7654089438728952,High
CUST_00319,0.02595373570812756,Very Low
CUST_00320,0.8577585973293834,Very High
CUST_00321,0.2783852026287327,Low
CUST_00322,0.12597205981107992,Very Low
CUST_00323,0.1871397145843117,Very Low
CUST_00324,0.12394863358186607,Very Low
CUST_00325,0.8828741928347487,Very High
CUST_00326,0.010221817017887179,Very Low
CUST_00327,0.778306820393167,High
CUST_00328,0.1410114951577209,Very Low
CUST_00329,0.6308698905162333,High
CUST_00330,0.07860170714568056,Very Low
CUST_00331,0.008945718450082473,Very Low
CUST_00332,0.050527379655820284,Very Low
CUST_00333,0.11857966099426788,Very Low
CUST_00334,0.13769456222039633,Very Low
CUST_00335,0.07852231193523601,Very Low
CUST_00336,0.2732438992598083,Low
CUST_00337,0.03165397293752827,Very Low
CUST_00338,0.16899390147996615,Very Low
CUST_00339,0.18057874674371807,Very Low
CUST_00340,0.6376525245458124,High
CUST_00341,0.14656161467543274,Very Low
CUST_00342,0.7389434824739957,High
CUST_00343,0.09989617466423731,Very Low
CUST_00344,0.1810037784987129,Very Low
CUST_00345,0.08259683070925793,Very Low
CUST_00346,0.07419954362842411,Very Low
CUST_00347,0.029954007893604563,Very Low
CUST_00348,0.5232328341712079,Medium
CUST_00349,0.04710388836620107,Very Low
CUST_00350,0.7624203807564062,High
CUST_00351,0.025749909006224148,Very Low
CUST_00352,0.5165400272923949,Medium
CUST_00353,0.5017718674325403,Medium
CUST_00354,0.03954049330543239,Very Low
CUST_00355,0.7368202006747424,High
CUST_00356,0.8993445065263189,Very High
CUST_00357,0.6849966160638701,High
CUST_00358,0.5743746358891261,Medium
CUST_00359,0.05375782415555707,Very Low
CUST_00360,0.07305319499519762,Very Low
CUST_00361,0.1557269960243127,Very Low
CUST_00362,0.10908645024035038,Very Low
CUST_00363,0.02620728693679875,Very Low
CUST_00364,0.04607949201745567,Very Low
CUST_00365,0.03199917114963007,Very Low
CUST_00366,0.2670515726982481,Low
CUST_00367,0.1464649036084518,Very Low
CUST_00368,0.9274270656293648,Very High
CUST_00369,0.7966931711640494,High
CUST_00370,0.5178642795082037,Medium
CUST_00371,0.20976916209866425,Low
CUST_00372,0.3390682380465381,Low
CUST_00373,0.020914612952732788,Very Low
CUST_00374,0.4200488814554458,Medium
CUST_00375,0.05940522406296251,Very Low
CUST_00376,0.11540762086315921,Very Low
CUST_00377,0.5800230816992114,Medium
CUST_00378,0.876064161593007,Very High
CUST_00379,0.6280905431842219,High
CUST_00380,0.5889093746773936,Medium
CUST_00381,0.9635344168048049,Very High
CUST_00382,0.9830665820939113,Very High
CUST_00383,0.9520473976378891,Very High
CUST_00384,0.9673481645619646,Very High
CUST_00385,0.2105723678133668,Low
CUST_00386,0.9638097299747692,Very High
CUST_00387,0.31413919887435,Low
CUST_00388,0.7994590956240039,High
CUST_00389,0.041296654525396666,Very Low
CUST_00390,0.007174299275984634,Very Low
CUST_00391,0.30058122813198074,Low
CUST_00392,0.34531734466439784,Low
CUST_00393,0.12073306113329124,Very Low
CUST_00394,0.3003161934431519,Low
CUST_00395,0.03946434534043878,Very Low
CUST_00396,0.8692946738713928,Very High
CUST_00397,0.6745712016361248,High
CUST_00398,0.7396033906613857,High
CUST_00399,0.29256023223440863,Low
CUST_00400,0.0866356386890452,Very Low
CUST_00401,0.037806216174926084,Very Low
CUST_00402,0.8582299564377177,Very High
CUST_00403,0.979939640537428,Very High
CUST_00404,0.8546892529367489,Very High
CUST_00405,0.985701082504204,Very High
CUST_00406,0.9021984934553049,Very High
CUST_00407,0.9938757698308878,Very High
CUST_00408,0.8557094011068349,Very High
CUST_00409,0.3430838138574237,Low
CUST_00410,0.9971192780757635,Very High
CUST_00411,0.07994334338307721,Very Low
CUST_00412,0.9956319433574895,Very High
CUST_00413,0.620279081124874,High
CUST_00414,0.7226840978385589,High
CUST_00415,0.6076306995667987,High
CUST_00416,0.7711843098247099,High
CUST_00417,0.651355068751438,High
CUST_00418,0.958156291087151,Very High
CUST_00419,0.6639914346443533,High
CUST_00420,0.6870950231626834,High
CUST_00421,0.989603758659259,Very High
CUST_00422,0.39498304366034076,Low
CUST_00423,0.9433831565173068,Very High
CUST_00424,0.4024502675164436,Medium
CUST_00425,0.974213686946031,Very High
CUST_00426,0.4821913312227441,Medium
CUST_00427,0.590942704875816,Medium
CUST_00428,0.07210437655972278,Very Low
CUST_00429,0.4479776499736618,Medium
CUST_00430,0.5178234446865037,Medium
CUST_00431,0.679421412019234,High
CUST_00432,0.9802465048397672,Very High
CUST_00433,0.5428997877727556,Medium
CUST_00434,0.03250150367483289,Very Low
CUST_00435,0.4597697207749621,Medium
CUST_00436,0.1590440635597924,Very Low
CUST_00437,0.09215410412304496,Very Low
CUST_00438,0.915412901007156,Very High
CUST_00439,0.3233837566932771,Low
CUST_00440,0.16295347626663884,Very Low
CUST_00441,0.9566661046511868,Very High
CUST_00442,0.10349398838299444,Very Low
CUST_00443,0.8959296533794519,Very High
CUST_00444,0.24918492139461523,Low
CUST_00445,0.2847725729498373,Low
CUST_00446,0.6169637851101558,High
CUST_00447,0.4666596781468064,Medium
CUST_00448,0.9014374521314783,Very High
CUST_00449,0.9851282634714418,Very High
CUST_00450,0.12638347083063484,Very Low
CUST_00451,0.10807404054757079,Very Low
CUST_00452,0.971310553408963,Very High
CUST_00453,0.6956944235339132,High
CUST_00454,0.8799946881377755,Very High
CUST_00455,0.20244664226624692,Low
CUST_00456,0.12167523240308374,Very Low
CUST_00457,0.29599460424394164,Low
CUST_00458,0.9776531423985435,Very High
CUST_00459,0.04919308232019826,Very Low
CUST_00460,0.7178797556101156,High
CUST_00461,0.9751752279276258,Very High
CUST_00462,0.2976893985728054,Low
CUST_00463,0.13836506355646333,Very Low
CUST_00464,0.7474262470006476,High
CUST_00465,0.14843668085352704,Very Low
CUST_00466,0.08833224959655842,Very Low
CUST_00467,0.9722981233182968,Very High
CUST_00468,0.2576660324788698,Low
CUST_00469,0.8035972168205804,Very High
CUST_00470,0.9873778460068617,Very High
CUST_00471,0.4134163574278597,Medium
CUST_00472,0.9355649969275575,Very High
CUST_00473,0.24516208582365642,Low
CUST_00474,0.9046816274657634,Very High
CUST_00475,0.5790374035247927,Medium
CUST_00476,0.07934442573396355,Very Low
CUST_00477,0.31100657134556653,Low
CUST_00478,0.9548886783127752,Very High
CUST_00479,0.7213649462151662,High
CUST_00480,0.5809866866164111,Medium
CUST_00481,0.10616068813996171,Very Low
CUST_00482,0.5719159711996288,Medium
CUST_00483,0.7631533897299267,High
CUST_00484,0.4917549074935554,Medium
CUST_00485,0.13935097141486683,Very Low
CUST_00486,0.28725165371075273,Low
CUST_00487,0.7452190971312462,High
CUST_00488,0.7478827353552197,High
CUST_00489,0.6972557862906245,High
CUST_00490,0.17977398839855974,Very Low
CUST_00491,0.9692588963446073,Very High
CUST_00492,0.9040252971642039,Very High
CUST_00493,0.5701301282070671,Medium
CUST_00494,0.9902404739007269,Very High
CUST_00495,0.9775778914858906,Very High
CUST_00496,0.8097612484880973,Very High
CUST_00497,0.9233739433469873,Very High
CUST_00498,0.6681596620711342,High
CUST_00499,0.8244675234154039,Very High
CUST_00500,0.7455033964777709,High
CUST_00501,0.5976517838082868,Medium
CUST_00502,0.2845094945501464,Low
CUST_00503,0.985460497439457,Very High
CUST_00504,0.4645110556880534,Medium
CUST_00505,0.95380869377058,Very High
CUST_00506,0.5488734235290175,Medium
CUST_00507,0.3174621464033989,Low
CUST_00508,0.10549747368194783,Very Low
CUST_00509,0.16006792516306348,Very Low
CUST_00510,0.33376156707198856,Low
CUST_00511,0.36419978442042195,Low
CUST_00512,0.2362476067463504,Low
CUST_00513,0.7236857692455865,High
CUST_00514,0.13217217420300523,Very Low
CUST_00515,0.4412917506700099,Medium
CUST_00516,0.3983289373092062,Low
CUST_00517,0.902426341197314,Very High
CUST_00518,0.9261449211397006,Very High
CUST_00519,0.21442654513950837,Low
CUST_00520,0.20830092197781175,Low
CUST_00521,0.6419752711296915,High
CUST_00522,0.7114253232911917,High
CUST_00523,0.7140587291302021,High
CUST_00524,0.9983728569113829,Very High
CUST_00525,0.7867673943232529,High
CUST_00526,0.4483624035399248,Medium
CUST_00527,0.47981751593378563,Medium
CUST_00528,0.03652230485189905,Very Low
CUST_00529,0.14343741446528452,Very Low
CUST_00530,0.8434658936591045,Very High
CUST_00531,0.08374239191390952,Very Low
CUST_00532,0.9757021447113267,Very High
CUST_00533,0.6374315710617241,High
CUST_00534,0.688965235864277,High
CUST_00535,0.45246247271304674,Medium
CUST_00536,0.9962146322772032,Very High
CUST_00537,0.7914871990336566,High
CUST_00538,0.5455385932896136,Medium
CUST_00539,0.7748647741797781,High
CUST_00540,0.8138053074644059,Very High
CUST_00541,0.7740974238043222,High
CUST_00542,0.9529567877580731,Very High
CUST_00543,0.9363809889076861,Very High
CUST_00544,0.9675795847263615,Very High
CUST_00545,0.8357985229285343,Very High
CUST_00546,0.33682848394940496,Low
CUST_00547,0.9253590680617877,Very High
CUST_00548,0.015020305977900442,Very Low
CUST_00549,0.9978920336728795,Very High
CUST_00550,0.6816050921272344,High
CUST_00551,0.21430992054644457,Low
CUST_00552,0.6605677774653116,High
CUST_00553,0.5809899059511162,Medium
CUST_00554,0.9582103697449039,Very High
CUST_00555,0.3506424402425158,Low
CUST_00556,0.9651394308618959,Very High
CUST_00557,0.9735379597657293,Very High
CUST_00558,0.41596393880276644,Medium
CUST_00559,0.43546703355288563,Medium
CUST_00560,0.3853147642900702,Low
CUST_00561,0.5833148786255143,Medium
CUST_00562,0.23348527002521927,Low
CUST_00563,0.8980001300749794,Very High
CUST_00564,0.12832227288934372,Very Low
CUST_00565,0.22322617317475973,Low
CUST_00566,0.8022018711361164,Very High
CUST_00567,0.9126284534689633,Very High
CUST_00568,0.7497109505273482,High
CUST_00569,0.1746630370046633,Very Low
CUST_00570,0.16547690463088824,Very Low
CUST_00571,0.3842912697451163,Low
CUST_00572,0.9971395198267787,Very High
CUST_00573,0.5858102008815712,Medium
CUST_00574,0.49079524529050583,Medium
CUST_00575,0.028234414300187013,Very Low
CUST_00576,0.2305666674355996,Low
CUST_00577,0.6236892765232266,High
CUST_00578,0.9973058649241908,Very High
CUST_00579,0.9881790518411321,Very High
CUST_00580,0.24413296276132296,Low
CUST_00581,0.7525147958029192,High
CUST_00582,0.9820916278912979,Very High
CUST_00583,0.9970962237953395,Very High
CUST_00584,0.9991653469773079,Very High
CUST_00585,0.975581115255127,Very High
CUST_00586,0.78149509610524,High
CUST_00587,0.9655415556681444,Very High
CUST_00588,0.9985323874008555,Very High
CUST_00589,0.9877277255237518,Very High
CUST_00590,0.9377288713612469,Very High
CUST_00591,0.9972768488017569,Very High
CUST_00592,0.44686155891755813,Medium
CUST_00593,0.923347103273434,Very High
CUST_00594,0.7519529732447193,High
CUST_00595,0.8530144015135199,Very High
CUST_00596,0.3886422340239038,Low
CUST_00597,0.9985052952588682,Very High
CUST_00598,0.9659457062038191,Very High
CUST_00599,0.7647684126900416,High
CUST_00600,0.8772958872135591,Very High
CUST_00601,0.9917479862542742,Very High
CUST_00602,0.026400375466663677,Very Low
CUST_00603,0.9387963593393662,Very High
CUST_00604,0.9961655038467475,Very High
CUST_00605,0.8152186159693583,Very High
CUST_00606,0.7111513362447626,High
CUST_00607,0.9910229470580673,Very High
CUST_00608,0.7049778656594472,High
CUST_00609,0.33361352559638185,Low
CUST_00610,0.6662671363316991,High
CUST_00611,0.19533514623255968,Very Low
CUST_00612,0.7694364386847109,High
CUST_00613,0.8191387318707942,Very High
CUST_00614,0.8952712603247711,Very High
CUST_00615,0.19138936474031507,Very Low
CUST_00616,0.990439597358326,Very High
CUST_00617,0.8230357510466048,Very High
CUST_00618,0.8599266466658831,Very High
CUST_00619,0.6549569280242916,High
CUST_00620,0.7655390722020712,High
CUST_00621,0.8180814348619233,Very High
CUST_00622,0.6587566593846533,High
CUST_00623,0.6148409811621403,High
CUST_00624,0.7070057299287541,High
CUST_00625,0.9923141595063573,Very High
CUST_00626,0.1082292815669064,Very Low
CUST_00627,0.968463303393223,Very High
CUST_00628,0.9152419413553641,Very High
CUST_00629,0.8605776583675183,Very High
CUST_00630,0.9902438196709061,Very High
CUST_00631,0.6500593915704448,High
CUST_00632,0.9891918846875684,Very High
CUST_00633,0.9879389345166587,Very High
CUST_00634,0.590762666723658,Medium
CUST_00635,0.8874092631097861,Very High
CUST_00636,0.6663997570037504,High
CUST_00637,0.7227676189341404,High
CUST_00638,0.6790886387415399,High
CUST_00639,0.9969677162948625,Very High
CUST_00640,0.5293393820475703,Medium
CUST_00641,0.9988547048811973,Very High
CUST_00642,0.817927589890502,Very High
CUST_00643,0.5655427697654822,Medium
CUST_00644,0.7322069779316787,High
CUST_00645,0.9614313144621317,Very High
CUST_00646,0.9815464939077403,Very High
CUST_00647,0.8366728515858542,Very High
CUST_00648,0.5490639846559793,Medium
CUST_00649,0.7885213049043587,High
CUST_00650,0.6469566332750741,High
CUST_00651,0.5747368985218748,Medium
CUST_00652,0.9806642210291121,Very High
CUST_00653,0.5624810131554204,Medium
CUST_00654,0.9508453535687877,Very High
CUST_00655,0.045403825186626674,Very Low
CUST_00656,0.824592073897091,Very High
CUST_00657,0.6319551882444249,High
CUST_00658,0.2536468505962634,Low
CUST_00659,0.681632798572789,High
CUST_00660,0.38629569043418405,Low
CUST_00661,0.9811248318411352,Very High
CUST_00662,0.7308459999947662,High
CUST_00663,0.44764386256782357,Medium
CUST_00664,0.5459976315899,Medium
CUST_00665,0.9593330406340288,Very High
CUST_00666,0.7143484766746074,High
CUST_00667,0.5555248151668231,Medium
CUST_00668,0.972756167429687,Very High
CUST_00669,0.9815829344210247,Very High
CUST_00670,0.6122606218172483,High
CUST_00671,0.045291808612097445,Very Low
CUST_00672,0.9823156077028233,Very High
CUST_00673,0.603424365306676,High
CUST_00674,0.08120330624327593,Very Low
CUST_00675,0.9532995047772937,Very High
CUST_00676,0.780824171524088,High
CUST_00677,0.9783543589164141,Very High
CUST_00678,0.9613994990018794,Very High
CUST_00679,0.7555959856978062,High
CUST_00680,0.6790436513931885,High
CUST_00681,0.5120642753783252,Medium
CUST_00682,0.950909035866738,Very High
CUST_00683,0.9602994310047381,Very High
CUST_00684,0.7221428829099273,High
CUST_00685,0.4381184537055433,Medium
CUST_00686,0.6545432742666742,High
CUST_00687,0.7189290566183517,High
CUST_00688,0.6208748254602985,High
CUST_00689,0.7786021277607271,High
CUST_00690,0.5803202184158635,Medium
CUST_00691,0.3631759777429843,Low
CUST_00692,0.6324431985147574,High
CUST_00693,0.1813277737452693,Very Low
CUST_00694,0.6782107724004628,High
CUST_00695,0.6547123062919578,High
CUST_00696,0.9263228376695699,Very High
CUST_00697,0.6190801625517756,High
CUST_00698,0.9620226453961926,Very High
CUST_00699,0.7359701128952288,High
CUST_00700,0.6985572754606406,High
CUST_00701,0.4586843443148326,Medium
CUST_00702,0.5964803240651987,Medium
CUST_00703,0.7516826716157178,High
CUST_00704,0.4190963379920888,Medium
CUST_00705,0.5688303048555968,Medium
CUST_00706,0.9638949444098514,Very High
